,(Doc complete) Byets in,(Doc complete) Requests,(Fully loaded) Bytes in,(Fully loaded) Requests,(Fully loaded) Time,DOM elements,First byte,Load time,Speed Index,Start render
Site name,,,,,,,,,,
http//t.co/,0.00014290321593169196,0.00530035335689046,0.0001196643104825417,0.004815409309791332,0.004429237163608884,0.0025897586815773984,0.12426445136725511,0.005453992181830949,0.015733165512901194,0.019417475728155338
http//theguardian.com/,0.13989013426663882,0.2826855123674911,0.12761091991016416,0.4093097913322632,0.20720853100466016,0.3326662742789876,0.11526479750778817,0.12471618173731888,0.20602580239144117,0.04854368932038835
http//tumblr.com/,0.41474430407367013,0.13957597173144876,0.3743317517777153,0.18459069020866775,0.3177505352869558,0.07934078869923485,0.08272758740048461,0.23719014068022753,0.27100377595972314,0.2233009708737864
http//twitter.com/,0.04834198175858583,0.030035335689045938,0.0384329370596277,0.028892455858747994,0.047000293883034554,0.07804590935844614,0.10488058151609553,0.05191826034034784,0.06371932032724983,0.07766990291262135
http//vimeo.com/,0.9999999999999999,0.6484098939929328,1.0,0.6500802568218299,0.6588857634661406,0.19482048263684518,0.04292142609899619,0.5526556026310245,0.6817967275015733,0.25242718446601947
http//vk.com/,0.10509298356816128,0.08303886925795054,0.09005511763503203,0.08025682182985554,0.10558797598555776,0.0355503237198352,0.26514364832121845,0.11013318976615717,0.2651038388923852,0.32038834951456313
http//w3.org/,0.03815523119346527,0.06360424028268552,0.030677006600731787,0.057784911717495994,0.020403879256056093,0.07639788110653326,0.1107649705780547,0.024999414807705813,0.05624606670862178,0.06796116504854369
http//weebly.com/,0.1941665891700834,0.14664310954063603,0.1551817269139387,0.13804173354735153,0.16136277761450943,0.09228958210712183,0.2578746971270336,0.1477961658200885,0.3687067337948396,0.32038834951456313
http//wikipedia.org/,0.004450673509385258,0.0088339222614841,0.0035945982976887205,0.008025682182985553,0.022419077207271508,0.10924072984108299,0.20768431983385255,0.025959130170173924,0.06985525487728131,0.06796116504854369
http//wordpress.com/,0.02728370582712889,0.1413427561837456,0.021799886111394676,0.13804173354735153,0.08031403501406441,0.08287227781047675,0.1041883004499827,0.07993726738606306,0.07300188797986154,0.06796116504854369
http//wordpress.org/,0.10680375993594454,0.07420494699646643,0.08491076276141189,0.06741573033707865,0.056215626180780055,0.04590935844614479,0.07788161993769471,0.0655883523325765,0.0578980490874764,0.06796116504854369
http//wp.com/,0.02721566358522842,0.1413427561837456,0.021747143893624192,0.13804173354735153,0.08413451446324363,0.08287227781047675,0.16960886119764626,0.08499332880784627,0.10423222152297043,0.10679611650485438
http//yahoo.com/,0.08405168192732769,0.21024734982332155,0.06864563921867506,0.21027287319422153,0.07538099836265168,0.10994702766333136,0.11768778123918311,0.07148709065799022,0.118470736312146,0.08737864077669902
http//yandex.ru/,0.07794782857475296,0.11484098939929328,0.08619496371191313,0.19743178170144463,0.27761450942524873,0.16692171865803412,0.3402561439944618,0.16127899627817702,0.2469320327249843,0.14563106796116504
http//youtu.be/,0.14272208429200597,0.13250883392226148,0.1859717690218267,0.16051364365971107,0.2235400310676351,0.2794585050029429,0.0692281066112842,0.15472484258327288,0.413703587161737,0.06796116504854369
http//youtube.com/,0.14175505750439918,0.13250883392226148,0.18520530643199704,0.16051364365971107,0.214114782316638,0.28251912889935255,0.06507442021460713,0.1536480887619672,0.36744808055380745,0.05825242718446603
http//about.com/,0.3260221533352957,0.06360424028268552,0.26601820061883047,0.10433386837881219,0.2059700239304757,0.03213655091230136,0.06853582554517135,0.1848037265045294,0.15505034612964128,0.1650485436893204
http//amazon.co.jp/,0.30729668172929425,0.3515901060070671,0.30857016078191285,0.48635634028892455,0.26923884294050965,0.2698057680988817,0.3880235375562479,0.200744364598207,0.5077879169288861,0.2233009708737864
http//aol.com/,0.13208536994595937,0.1872791519434629,0.10813105732122218,0.2375601926163724,0.24799529787144717,0.3824602707474985,0.33125649013499486,0.1609044732098968,0.31033668974197615,0.1650485436893204
http//apache.org/,0.041567861545499,0.044169611307420496,0.03449658071913985,0.048154093097913325,0.03432134010663756,0.11183048852266039,0.0031152647975077885,0.03473701458299197,0.04421019509125237,0.04854368932038835
http//bandcamp.com/,0.27752551692880817,0.2879858657243816,0.22058150053165884,0.26163723916532905,0.14360384566942358,0.4884049440847557,0.1934925579785393,0.1626834577842279,0.18698867212083073,0.15533980582524273
http//bbb.org/,0.06561295976933534,0.11307420494699646,0.052748904215578825,0.1059390048154093,0.6881901003400647,0.07027663331371395,0.22049151955694016,0.7614053978137216,0.2392227816236627,0.29126213592233013
http//bbc.com/,0.0994586071767591,0.17491166077738515,0.10435673199073742,0.4044943820224719,0.4293211301901843,0.15974102413184224,0.10557286258220838,0.11392523583249457,0.21979232221522974,0.17475728155339806
http//behance.net/,0.24509540929584694,0.2985865724381625,0.19507052210933593,0.2744783306581059,0.1659599479407196,0.28063566804002354,0.06230529595015578,0.18503780342220455,0.18234738829452488,0.1941747572815534
http//beian.gov.cn/,0.11932861022487744,0.0706713780918728,0.09506804927748637,0.06420545746388442,0.24625299130945885,0.05497351383166569,0.4963655244029076,0.2711547014348915,0.6553650094398993,0.7087378640776699
http//bing.com/,0.028490403795161223,0.0035335689045936395,0.03634705439901511,0.07704654895666131,0.10966035517863891,0.043319599764567396,0.06161301488404292,0.017555768825636104,0.04397419760855884,0.009708737864077673
http//blogspot.co.uk/,0.027880852666494215,0.021201413427561835,0.023213665756483936,0.025682182985553772,0.06049792182711281,0.04473219540906416,0.12634129456559365,0.02759766859389996,0.023757079924480805,0.029126213592233018
http//bloomberg.com/,0.15024053440289742,0.4399293286219081,0.1546824339190448,0.5762439807383628,0.23080314035014066,0.17174808711006473,0.10314987885081342,0.14472975819854406,0.22356828193832598,0.06796116504854369
http//businessinsider.com/,0.2233365449078071,0.450530035335689,0.18944024713101068,0.6532905296950241,0.23160082287249675,0.10547380812242496,0.06126687435098651,0.18695723414714077,0.2876022655758339,0.14563106796116504
http//cdc.gov/,0.11453489645755259,0.053003533568904596,0.10068368324672561,0.04975922953451043,0.07235820143582855,0.11288993525603296,0.20041536863966772,0.07307881369818123,0.12444933920704845,0.11650485436893204
http//constantcontact.com/,0.21239422079083656,0.24734982332155478,0.1701303701160634,0.2391653290529695,0.22685671102901048,0.06898175397292525,0.161993769470405,0.18009878045925892,0.13758653241032096,0.1262135922330097
http//cpanel.com/,0.07213957451401663,0.0812720848056537,0.05733079071651657,0.07383627608346709,0.04836475082916999,0.03566804002354326,0.0993423329871928,0.055242152571334954,0.11131214600377595,0.09708737864077671
http//cpanel.net/,0.07215321197827813,0.08303886925795054,0.05734162736891094,0.0754414125200642,0.05548091859439943,0.03566804002354326,0.20422291450328833,0.06313054469698744,0.14804908747640025,0.13592233009708737
http//dailymotion.com/,0.6986904552403189,0.734982332155477,0.7367806530708566,0.7078651685393259,0.811620974852009,1.0,0.3336794738663898,0.5326186184780319,1.0000000000000002,0.5242718446601943
http//disqus.com/,0.07310435257081435,0.06360424028268552,0.05838771017557624,0.06902086677367576,0.05646752592468198,0.03366686286050618,0.052613361024575984,0.059970506308372945,0.16614222781623664,0.18446601941747573
http//eepurl.com/,0.012539358229636617,0.014134275618374558,0.010318856391933126,0.012841091492776888,0.017381082329232966,0.0028251912889935256,0.07165109034267914,0.022096861028533976,0.02171176840780365,0.019417475728155338
http//elegantthemes.com/,0.06262033430067446,0.07420494699646643,0.0835501288264695,0.09309791332263241,0.12645367143876737,0.02083578575632725,0.11457251644167532,0.053556798764073876,0.10792951541850221,0.11650485436893204
http//github.io/,0.2704938807682302,0.06183745583038869,0.21528998622419385,0.056179775280898875,0.17956253411142367,0.030135373749264272,0.052613361024575984,0.2029680953161209,0.2288388923851479,0.029126213592233018
http//gnu.org/,0.010369115379766385,0.021201413427561835,0.008317822413897752,0.01926163723916533,0.005625760947143036,0.04014125956444968,0.057805469020422294,0.008005430584490065,0.031466331025802395,0.03883495145631068
http//google.es/,0.027882521079675142,0.021201413427561835,0.023214472741236707,0.025682182985553772,0.05949032285150511,0.04461447910535609,0.12149532710280375,0.026567730156129305,0.023678414096916296,0.029126213592233018
http//google.it/,0.027885277588408853,0.021201413427561835,0.0232171819043353,0.025682182985553772,0.061190646122843105,0.04449676280164803,0.11768778123918311,0.027644483977434988,0.024071743234738832,0.029126213592233018
http//harvard.edu/,0.3157720030692999,0.12190812720848057,0.25149512659025713,0.11396468699839486,0.16768126285738277,0.10723955267804591,0.07892004153686397,0.1806839727534468,0.12759597230962869,0.06796116504854369
http//icio.us/,0.00024554689641054683,0.0,0.0001796693910279781,0.0,0.0,0.007886992348440258,0.04638283142956041,0.0007958615200955033,0.007866582756450594,0.009708737864077673
http//joomla.org/,0.1232336400843956,0.09187279151943463,0.09797388608868382,0.08507223113964686,0.10334186993576558,0.07027663331371395,0.30598823122187613,0.10617728985744716,0.19155129011957206,0.18446601941747573
http//latimes.com/,0.29500272531666116,0.6696113074204947,0.23691112521284943,0.8314606741573034,0.5661026911289307,0.2820482636845203,0.08515057113187954,0.2768427705343976,0.18714600377595972,0.05825242718446603
http//line.me/,0.2417730908746939,0.05830388692579506,0.19393970590362952,0.052969502407704656,0.19106595574961166,0.030959387875220717,0.6645898234683282,0.20254675686430562,0.6073001887979862,0.28155339805825247
http//list-manage.com/,0.0,0.0,0.0,0.0,0.005247911331290147,0.0,0.07407407407407407,0.0,0.0,0.0
http//live.com/,0.1498137107873938,0.0353356890459364,0.1507453282355722,0.0449438202247191,0.11026911289306857,0.011183048852266038,0.06992038767739703,0.09143044404391285,0.11343612334801761,0.1262135922330097
http//medium.com/,0.10667021434176675,0.045936395759717315,0.37082061876017053,0.09791332263242375,0.2732902304882657,0.15091230135373748,0.09622706818968502,0.06647784461974206,0.12311202013845185,0.1262135922330097
http//mit.edu/,0.046722750496643074,0.03180212014134276,0.04494559222334156,0.04012841091492777,0.04120659977329023,0.04567392583872867,0.0809968847352025,0.03785023758807145,0.028713027061044685,0.019417475728155338
http//npr.org/,0.05762205856942709,0.0706713780918728,0.185399616832111,0.3146067415730337,0.17448255594273482,0.21977633902295465,0.135687088958117,0.04534069895367618,0.13215859030837004,0.08737864077669902
http//opera.com/,0.014381649079899146,0.0353356890459364,0.022556549600654948,0.06741573033707865,0.05468323607204333,0.03837551500882872,0.17583939079266184,0.02396947636993516,0.12067337948395218,0.14563106796116504
http//rambler.ru/,0.19082345185402053,0.5618374558303887,0.15177359973590845,0.5200642054574639,0.4233595029178387,0.15008828722778103,0.47386638975424034,0.362070176259919,0.45885777218376345,0.1941747572815534
http//sina.com.cn/,0.7811800671920766,0.6943462897526501,0.6242497419522149,0.6452648475120386,1.0,0.6121247792819305,1.0,0.9433767936143818,0.8907331655129013,0.6796116504854369
http//spotify.com/,0.050005607319081984,0.14840989399293286,0.04029096181111818,0.15409309791332265,0.0704689533565641,0.0290759270158917,0.18968501211491867,0.06497975234662111,0.12586532410320955,0.15533980582524273
http//stanford.edu/,0.5531462137829208,0.09363957597173145,0.4434206561927347,0.09309791332263241,0.30110416054410344,0.08298999411418481,0.4243682935271721,0.33021230776433136,0.3809786028949025,0.2233009708737864
http//time.com/,0.574809035603502,0.49646643109540634,0.461506164412422,0.5521669341894061,0.3612452244006885,0.21506768687463212,0.0,0.36155520704103367,0.6769981120201385,0.1262135922330097
http//tripadvisor.com/,0.048016713728008316,0.045936395759717315,0.06980977236631736,0.15569823434991975,0.1614467441958101,0.1583284284873455,0.24506749740394604,0.04892207579410594,0.125,0.10679611650485438
http//usatoday.com/,0.3587520675628995,1.0,0.28696441214532803,1.0,0.4511524413283513,0.42366097704532074,0.10522672204915196,0.37021605299501414,0.3897105097545627,0.08737864077669902
http//vkontakte.ru/,0.1051507251721621,0.08657243816254417,0.09010837862871501,0.08346709470304975,0.1196313867080902,0.0355503237198352,0.5292488750432677,0.1266356124622551,0.32095657646318443,0.38834951456310685
http//webs.com/,0.07551245310852216,0.12190812720848057,0.06189624931355859,0.11235955056179775,0.08318989042361141,0.05673925838728664,0.20145379023883697,0.07158072142506028,0.13695720578980491,0.10679611650485438
http//wired.com/,0.39020985300989713,0.8268551236749117,0.3400696001292559,0.810593900481541,0.3692430412695747,0.16421424367274867,0.14018691588785048,0.3529879918541233,0.4151195720578981,0.10679611650485438
http//www.gov.uk/,0.030882763217205487,0.045936395759717315,0.024662779805391017,0.043338683788121994,0.0294512783912003,0.04237786933490289,0.14987885081343025,0.03239624540624049,0.0578980490874764,0.06796116504854369
http//xing.com/,0.020886284294414283,0.030035335689045938,0.02446230173609512,0.060995184590690206,0.12538309752718418,0.03602118893466745,0.43232952578746975,0.09044732098967721,0.19902454373820014,0.2233009708737864
